name,nameUi,type,year,model,scale,country,tonnageMin,tonnageMax,speedLimiter,param
ca_5_japan_exp,Experimental Heavy Cruiser,ca,1939,richelieu_hull_a,0.69,japan,15900,22100,36.5,"type(ca), CA_Tone, Super_Forward, Middle_SuperStructure, barbette_need, ca, Essential_Central_Funnels, g4"
ca_7_japan,Modern Heavy Cruiser IV,ca,1935,moga_hull_d,1.02,japan,13400,18600,36.5,"type(ca), CA_Heavy_Atago, Tower_Forward, Torpedo_Cruiser, Super_Forward, Middle_SuperStructure, barbette_need, ca, g4"
ca_6_japan,Modern Heavy Cruiser III,ca,1935,moga_hull_a,1.00,japan,10400,16600,36.0,"type(ca), CA_Heavy_Mogami, Tower_Forward, Super_Forward, Middle_SuperStructure, barbette_need, ca, g4"
ca_5_japan_scout,Heavy Scout Cruiser,ca,1935,moga_hull_c,1.08,japan,10600,13600,37.0,"type(ca), CA_Scout_Mogami, Tower_Forward, Middle_Superstructure, barbette_need, ca, g4"
ca_5_generic_3,Modern Heavy Cruiser I,ca,1925,hood_hull_a,0.73,"japan, china",11700,14700,35.8,"type(ca), CA_Heavy_Japan, No_Barb, ca, g3"
ca_5_japan,Modern Heavy Cruiser II,ca,1922,richelieu_hull_b,0.65,japan,13400,15600,35.5,"type(ca), CA_Scout_Mogami, Middle_SuperStructure, barbette_need, ca, g4"
ca_5_japan_exp_early,Experimental Heavy Cruiser,ca,1917,dido_hull_f,0.80,japan,7400,12000,34.2,"type(ca), Nagara_Cruiser, barbette_need, ca, g3, g4"
ca_4_generic_large,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.00,"japan, spain, china, italy, austria",13000,16500,19.5,"type(ca), CA_Large_GunSides, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, var(stern_flat)"
ca_3,Armored Cruiser IV,ca,1898,cressy_hull,1.07,"japan, britain, usa, spain",10000,15000,21.5,"type(ca), CA, ca, g1, var(middle_gun_b)"
ca_1_italian_exp_japan_3mast,Small Armored Cruiser,ca,1894,irresistible_hull_b_var,0.79,"japan, spain",6200,7700,16.9,"type(ca), B_Italian, ca, g1"
ca_2,Armored Cruiser III,ca,1892,irresistible_hull_a,0.89,"japan, britain, china, usa, russia, spain",8500,12000,21.5,"type(ca), CA_med, ca, g1"
ca_1,Armored Cruiser II,ca,1890,irresistible_hull_b,0.79,"japan, britain, china, usa, russia, italy",7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"japan, britain, china, usa, russia, spain, italy",3500,8000,20.5,"type(ca), CA_small, ca, g1"
ca_1_naniwa_3mast,Hybrid Light Cruiser,ca,1890,irresistible_hull_b_var4,0.79,"japan, spain",2900,4100,19.2,"type(ca), CA_Naniwa, CA_Super_Gun, ca, g1"
cl_7_japan,Modern Light Cruiser III,cl,1935,brooklyn_hull_a,0.95,japan,10900,14900,30.0,"type(cl), CA_Light_Mogami, Mogami_Extra1, Essential_Central_Funnels, Middle_Superstructure, barbette_need, No_Barb, cl, g2, g3"
cl_6_japan,Modern Light Cruiser II,cl,1935,moga_hull_a_var,0.90,japan,10200,13600,36.1,"type(cl), CA_Heavy_Mogami, Tower_Forward, No_Barb, cl, g4"
cl_5_japan,Scout Cruiser,cl,1935,moga_hull_c,1.00,japan,9000,11600,36.1,"type(cl), CL_Scout_Mogami, Tower_Forward, Middle_Superstructure, barbette_need, cl, g4"
cl_4_japan_torp,Experimental Torpedo Cruiser II,cl,1930,de_Ruyter_hull_a,1.10,japan,7100,12000,34.0,"type(cl), Kuma_Big, barbette_need, Coastal_Ship, Essential_Central_Funnels, No_Barb, cl, g1, g2, g3, g4"
cl_4_Modern_Japan,Modern Light Cruiser I,cl,1925,invincible_hull,0.76,"japan, china",6900,10900,36.4,"type(cl), CL_Modern_2_Japan, CutDown, No_Barb, cl, g4"
cl_4_japan_experimental,Experimental Cruiser,cl,1925,akizuki_hull_b,1.31,japan,4350,5000,35.5,"type(cl), Yubari, cl, No_Barb, g4, Essential_Central_Funnels, var(nose_long_b)"
cl_3_japan_bigger,Light Cruiser IV,cl,1919,akizuki_hull_a_dd_tall,1.06,japan,5400,10000,35.0,"type(cl), Nagara_Cruiser , Coastal_Ship, Tower_Forward, No_Barb, cl, g1, g2, g3"
cl_3_japan,Experimental Torpedo Cruiser I,cl,1916,akizuki_hull_a,1.10,japan,4100,9000,31.5,"type(cl), Kuma, No_Barb, cl, g3"
cl_3_japan_small,Light Cruiser III,cl,1905,warrior_hull_narrow_long,0.88,japan,5000,8500,29.5,"type(cl), Kuma_Small, cl, g1, g2, Forward_Tower, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3,Semi-Armored Cruiser III,cl,1903,irresistible_hull_a,0.81,"japan, usa, britain, spain, china",8000,12000,25.0,"type(cl), CA_small, ca, g1"
cl_2_medium_strbow,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.98,"japan, italy, spain, china",7000,10000,21.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight;middle_gun_b)"
cl_2_straightbow,Light Cruiser II,cl,1893,gazelle_hull,1.00,"japan, usa, britain, spain, china, italy",2500,7000,23.0,"type(cl), CL, cl, g1, var(bow_b)"
cl_1_medium_strbow,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.88,"japan, italy, spain, china",3500,7000,20.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight)"
cl_1_straightbow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"japan, usa, britain, spain, china, italy",2000,3500,21.5,"type(cl), CL_small, cl, g1, var(bow_b)"
cl_1_3mast_armored,Belted 3-Mast Cruiser,cl,1890,emden_hull_var,0.88,japan,2750,5500,19.5,"type(cl), CL_Chiyoda, cl, g1, g2"
cl_1_straightbow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"japan, usa, britain, spain, china, italy",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_b)"
dd_5_shimakaze,Experimental Destroyer,dd,1924,akizuki_hull_b,0.90,japan,2900,3700,39.5,"type(dd), Shimakaze, dd, g4, var(nose_long_b), Shima"
dd_5_akizuki_nose_long,Modern Destroyer III,dd,1922,akizuki_hull_b,1.00,japan,2200,3700,38.5,"type(dd), DD_Modern_Japan, dd, g4, var(nose_long_b), modern_dd_long"
dd_5_akizuki_nose_short,Modern Destroyer I,dd,1922,akizuki_hull_b,1.00,japan,1800,3100,38.0,"type(dd), DD_Modern_Japan, dd, g4, modern_dd_long"
dd_5_akizuki_nose_cave_middle,Modern Destroyer II,dd,1920,akizuki_hull_b,1.00,japan,2000,3300,38.2,"type(dd), DD_Modern_Japan, dd, g4, var(nose_cave;middle_step), modern_dd_long"
dd_4_japan,Destroyer IV,dd,1916,akizuki_hull_b,0.95,japan,1550,1900,37.5,"type(dd), Wakatake, dd, g3, var(nose_cave)"
dd_3_japan,Destroyer III,dd,1913,akizuki_hull_b,0.88,japan,1300,1700,35.5,"type(dd), Wakatake, dd, g2, var(nose_cave)"
dd_2_japan,Destroyer II,dd,1908,dd_s_hull,1.15,japan,1050,1450,33.5,"type(dd), DD_Old_Japan, dd, g2"
dd_1_japan,Destroyer I,dd,1899,dd_s_hull,1.10,japan,700,1100,35.0,"type(dd), DD_Old_Japan, dd, g1"
tb_modern_3,Modern Torpedo Boat,tb,1920,akizuki_hull_b,0.75,japan,650,1000,35.0,"type(tb), TB_Modern_3, dd, g4, var(nose_long_b)"
tb_standard,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"japan, usa, britain, france, spain",200,500,28.5,"type(tb), TB, tb, g1, var(bow_a)"
bb_7_soyuz,Super Battleship II,bb,1936,ussr_hull_a,1.22,russia,86000,117000,30.5,"type(bb), BB_Soyuz_Big, Big_SuperStructure, Mixed_Quads, bb, g4"
bb_7_russia,Super Battleship I,bb,1936,spee_hull_a,1.82,russia,85000,99000,30.5,"type(bb), BB_Modern_Thick, Big_SuperStructure, Mixed_Quads, bb, g4, var(back_gun)"
bb_6_soyuz,Modern Battleship III,bb,1936,ussr_hull_a,1.00,russia,63000,83000,30.5,"type(bb), BB_Soyuz, Big_SuperStructure, Typical_Modern_BB, bb, g4"
bb_6_russia,Modern Battleship II,bb,1936,spee_hull_a,1.56,russia,65000,79000,30.0,"type(bb), BB_Modern_Thick, Typical_Modern_BB, bb, g4, var(back_gun)"
bb_5_russia,Modern Battleship I,bb,1927,bismarck_hull_a,0.93,"russia, spain",45000,69000,32.0,"type(bb), BB_Modern_Russia, Middle_SuperStructure, barbette_need, No_Barb, bb, g4"
bb_4_russia,Modernized Dreadnought,bb,1919,dreadnought_hull_c_tall,1.15,russia,37500,45000,21.5,"type(bb), BB_Russia_Rebuilt, RussianCenterline, bb, g4, var(stern_flat)"
bb_4_russia_small,Modernized Dreadnought I,bb,1919,dreadnought_hull_c_tall,1.02,russia,27500,35000,21.5,"type(bb), BB_Russia_Rebuilt_Small, RussianCenterline, RussianCenterline_Old, Russian_Central_Turrets, bb, g3, var(stern_flat)"
bb_4,Dreadnought IV,bb,1919,dreadnought_hull_c,1.30,"russia, spain, china, austria",46000,62000,24.5,"type(bb), BB_Super, bb, g3, var(stern_flat)"
bb_3,Dreadnought III,bb,1916,dreadnought_hull_d,1.23,"russia, japan, spain, china, austria",36000,44000,22.5,"type(bb), BB_Super, bb, g3, gv(2)"
bb_1_russia_alt,Experimental Dreadnought I,bb,1912,von_der_tan_hull_d,1.20,"russia, spain, china",25500,30500,22.8,"type(bb), BB_Flat, bb, g3, RussianCenterline"
bb_2_russia_gangut,Dreadnought II,bb,1910,dreadnought_hull_c_tall,0.95,russia,30500,36000,22.0,"type(bb), BB_Italy_Old, bb, g3, Izmail_Specials, var(stern_flat), Old_Small_Towers, RussianCenterline, Small_Foredeck, Russian_Central_Turrets"
bb_1_russia_gangut,Dreadnought I,bb,1905,dreadnought_hull_c_tall,0.90,russia,20500,26000,22.0,"type(bb), BB_Italy_Old, bb, g3, var(stern_flat), Old_Small_Towers, RussianCenterline, RussianCenterline_Old, Small_Foredeck, Russian_Central_Turrets"
b_2_borodino_largedeck,Battleship VI,bb,1899,brandenburg_hull_c,1.00,russia,14000,19000,18.1,"type(bb), Pervozvanny, old_predread, earlybb_sideguns, g1"
b_2_borodino,Battleship V,bb,1895,borodino_hull_a,1.00,russia,12500,17500,18.1,"type(bb), B_Borodino, old_predread, earlybb_sideguns, g1"
b1_tsesarevich_russia,Battleship IV,bb,1895,tsesarevich_hull_a,1.05,russia,9600,16600,18.5,"type(bb), B_Tsesarevich, old_predread, earlybb_sideguns, g1"
b_2_Peresvet,Battleship III,bb,1892,cressy_hull_bb,1.25,russia,13300,16700,18.1,"type(bb), Pervozvanny, old_predread, earlybb_sideguns, bb, g1, var(middle_gun_b)"
b_1_poltava,Battleship II,bb,1891,agamemnon_hull_a,1.00,russia,11000,15000,18.0,"type(bb), Poltava, old_predread, earlybb_sideguns, bb, g1"
b1_russiaold,Battleship I,bb,1890,irresistible_hull_c,0.94,russia,8700,13400,18.0,"type(bb), Austria_B, bb, g1"
bc_6_generic,Fast Battleship,bc,1935,bismarck_hull_a,1.05,"russia, spain, italy, austria, china",45000,75000,32.5,"type(bc), BB_Fast_Modern, Mixed_Quads, Middle_Big, bc_guns, bc, g4"
bc_6_stalin,Experimental Battlecruiser,bc,1935,richelieu_hull_b,0.96,russia,41000,51000,34.0,"type(bc), BC_Stalingrand, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_4_izmail,Battlecruiser IV,bc,1935,von_der_tan_hull_b_tall2,1.30,russia,33500,41000,27.7,"type(bc), BB_Italy_Old, Izmail_Specials, bc, g3, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, Small_Foredeck, Russian_Central_Turrets, barbette_need, BC_Britain_Medium"
bc_5_russia2,Modern Battlecruiser,bc,1929,bismarck_hull_a,0.87,russia,33000,47000,33.5,"type(bc), BC_Modern_Russia2, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_4_russia,Large Cruiser,bc,1929,bismarck_hull_a,0.82,russia,28000,39000,31.5,"type(bc), CA_Large_Russia, Middle_SuperStructure, barbette_need, bc, g4"
bc_4_britain,Battlecruiser V,bc,1919,invincible_hull,1.24,"russia, italy, china, spain",33000,45000,29.4,"type(bc), BC_BritainSuper, bc, g3"
bc_3_izmail,Battlecruiser III,bc,1913,von_der_tan_hull_b_tall2,1.18,russia,29500,37000,27.5,"type(bc), BB_Italy_Old, Izmail_Specials, bc, g3, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, Small_Foredeck, Russian_Central_Turrets, barbette_need"
bc_2_var,Battlecruiser II,bc,1909,dreadnought_hull_b,0.94,"russia, japan, china, spain",23000,28000,28.8,"type(bc), BC_Hybrid, bc, g2"
bc_1,Battlecruiser I,bc,1907,dreadnought_hull_a,0.90,"russia, china, spain",17500,22500,24.5,"type(bc), BC_Hybrid, early_dreadnought, bc, g2"
ca_5_russia_heavy,Super Cruiser,ca,1939,ussr_hull_a,0.75,russia,19000,23000,30.5,"type(ca), CA_Russia_Heavy, Middle_SuperStructure, barbette_need, var(Smaller_Barbettes), ca, g4"
ca_5_russia,Modern Heavy Cruiser III,ca,1928,bismarck_hull_a,0.71,russia,14700,17500,35.2,"type(ca), CA_Russian_Petro, barbette_need, ca, g3"
ca_5_generic,Modern Heavy Cruiser II,ca,1926,bismarck_hull_a,0.64,russia,12700,16500,35.0,"type(ca), CA_Heavy_Early, CA_Big, No_Barb, ca, g3"
ca_5_italy_early_2,Modern Heavy Cruiser I,ca,1925,pola_hull,0.85,"russia, italy",9500,12500,34.5,"type(ca), CA_Heavy_Early_Cut, No_Barb, ca, g3"
ca_5_russian_exp,Experimental Heavy Cruiser,ca,1917,dido_hull_d,1.08,russia,11800,14850,28.0,"type(ca), German_CA_Treaty_exp, ca, Essential_Central_Funnels, No_Barb, barbette_need, g3, g4, var(nose_long;middle_step)"
ca_4_rurik_russia,Large Armored Cruiser II,ca,1909,dreadnought_hull_d_cruiser,0.89,russia,14500,17800,22.5,"type(ca), CA_Large_Rurik, ca, g1, g2, g3, Essential_Central_Funnels, CA_Gun_Sides, CA_biguns"
ca_4_generic_large_russia,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.02,russia,13500,16800,19.5,"type(ca), CA_Large_Rurik, ca, g1, g2, CA_Gun_Sides, CA_biguns, var(stern_step)"
ca_3_russia,Armored Cruiser IV,ca,1898,cressy_hull_tall,1.07,russia,10000,15000,21.5,"type(ca), CA_Russia, ca, g1, var(middle_gun_b)"
ca_2,Armored Cruiser III,ca,1892,irresistible_hull_a,0.89,"russia, britain, japan, china, usa, spain",8500,12000,21.5,"type(ca), CA_med, ca, g1"
ca_1,Armored Cruiser II,ca,1890,irresistible_hull_b,0.79,"russia, britain, japan, china, usa, italy",7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"russia, britain, japan, china, usa, spain, italy",3500,8000,20.5,"type(ca), CA_small, ca, g1"
ca_maine_threemast,Turret Cruiser,ca,1890,maine_hull_i,1.20,"russia, spain",3500,9500,18.5,"type(ca), CA_small, Gun_Sides, g1"
ca_1_3mast_russia,3-Mast Armored Cruiser,ca,1890,gazelle_hull_mast_c,1.10,russia,3750,13200,19.2,"type(ca), CA_Russia_Old, CA_3Mast_RussianFunnels, ca, g1, g2, Gun_Sides, earlycruiser_sideguns, var(bow_a)"
cl_6_russian_exp2,Large Advanced Cruiser,cl,1935,dido_hull_d_long,1.10,russia,11900,13950,37.9,"type(cl), CL_Chapayev, cl, Essential_Central_Funnels, Middle_SuperStructure, No_Barb, barbette_need, g4"
cl_6_russian_exp,Mini Advanced Cruiser,cl,1935,dido_hull_d,1.09,russia,8700,9850,37.9,"type(cl), CL_Smolensk, cl, Essential_Central_Funnels, Middle_SuperStructure, No_Barb, barbette_need, g4"
cl_4_russia_kirov,Modern Light Cruiser,cl,1925,akizuki_hull_b,1.30,russia,6000,9500,36.1,"type(cl), Kirov_Cruiser, cl, modern_layout, CutDown, barbette_need, No_Barb, Essential_Central_Funnels, g4, var(nose_long_b)"
cl_5_russian_light,Light Cruiser V,cl,1916,dido_hull_f,1.00,russia,6500,9000,31.0,"type(cl), CL_Armor_Exp_adv, cl, modern_layout, CutDown, barbette_need, No_Barb, Essential_Central_Funnels, g3, g4, var(nose_long;middle_step)"
cl_5_armored_exp,Semi-Armored Cruiser V,cl,1916,dante_hull_b_tall,0.62,russia,5500,11500,23.0,"type(cl), CL_Armor_Exp, g2, g3, g4, barbette_need, Essential_Central_Funnels, cl"
cl_3_russia_var,Scout Cruiser,cl,1908,spee_hull_a_cruiser_small,0.86,russia,4300,9300,29.5,"type(cl), CL_Russia_Small, cl, g1, g2, g3 Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need"
cl_3_rambow_tall,Light Cruiser IV,cl,1905,emden_hull,1.34,"russia, china",9000,13000,26.0,"type(cl),  CL_Emden_Large, cl, g1"
cl_3_russia,Light Cruiser III,cl,1905,warrior_hull_narrow,0.81,russia,3300,8300,21.5,"type(cl), CL_Russia_Small, cl, g1, g2, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, barbette_need"
cl_2_medium_russia,Semi-Armored Cruiser II,cl,1902,cressy_hull_tall,0.92,russia,7000,10000,21.5,"type(cl), CA_small_Friedrich_German, ca, g1, var(bow_step;middle_gun_b)"
cl_novik,Experimental Scout Cruiser,cl,1894,warrior_hull_narrow_novik,0.75,russia,3200,4200,26.0,"type(cl), CL_Novik, cl, g1, g2, g3, g4, var(bow_b)"
cl_2_rambow,Light Cruiser II,cl,1893,gazelle_hull,0.99,"russia, germany, austria",2500,7000,22.5,"type(cl), CL, cl, g1, var(bow_a)"
cl_1_rambow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"russia, germany, france",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_a)"
cl_1_rambow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"russia, germany, france",2000,3500,21.0,"type(cl), CL_small, cl, g1, var(bow_a)"
cl_1_rambow_3mast,Experimental 3-Mast Cruiser,cl,1890,gazelle_hull_mast_a,0.90,russia,2000,3500,19.0,"type(cl), CL_small_3Mast, CL_small_3Mast_RussianFunnels, cl, g1, g2, var(bow_a)"
cl_1_rambow_3mast_early,Standard 3-Mast Cruiser,cl,1890,gazelle_hull_mast_b,0.84,"russia, spain, china, france",1750,5200,17.5,"type(cl), CL_old_3Mast, cl, g1, g2, var(bow_a)"
cl_maine_threemast,Gunboat,cl,1890,maine_hull_j,0.74,"russia, spain, usa",1500,2750,17.5,"type(cl), Gunboat, Gun_Sides, g1"
cl_1_medium_russia,Semi-Armored Cruiser I,cl,1890,cressy_hull_tall,0.85,russia,3500,7000,20.5,"type(cl), CA_small_Friedrich_German, ca, g1"
cl_1_rambow_boat,Small Torpedo Cruiser,cl,1890,massena_hull_a_tall,0.55,"russia, france",850,1500,20.2,"type(cl), Gunboat, earlycruiser_sideguns, cl, g1"
dd_8_russia_dd,Flotilla Leader,dd,1935,akizuki_hull_b_cruisers_var4,1.20,russia,5350,6650,38.5,"type(dd), DD_Russia_big, dd, g4, var(nose_long)"
dd_7_flushdeck_dd_large,Advanced Destroyer (Large),dd,1935,akizuki_hull_a_cruisers_wide,0.80,"russia, spain, china",3750,4750,36.0,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_7_flushdeck_dd_small,Advanced Destroyer (Compact),dd,1935,akizuki_hull_a_cruisers_wide,0.76,"russia, spain, china",2750,3400,35.5,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_5_nose_large_generic,Modern Destroyer (Leader),dd,1923,akizuki_hull_b,1.07,"russia, spain, china",2750,3550,35.5,"type(dd), DD_Modern_M_SpChRu , dd, g4, var(nose_long)"
dd_5_nose_small_usa,Modern Destroyer (Small),dd,1920,akizuki_hull_b,0.82,"russia, spain, china",1650,2150,35.5,"type(dd), DD_Modern_S_SpChRu, dd, g4, var(nose_long)"
dd_4_russia,Destroyer IV,dd,1918,dd_s_hull,1.63,"russia, austria",1600,2350,35.5,"type(dd), DD_Big_Russia, dd, g3"
dd_3_russia,Destroyer III,dd,1914,dd_s_hull,1.50,russia,1500,2000,34.0,"type(dd), DD_Big_Russia, dd, g3"
dd_2_russia,Destroyer II,dd,1910,dd_s_hull,1.36,russia,1200,1600,33.4,"type(dd), DD_Small_Russia, dd, g2"
dd_1_russia,Destroyer I,dd,1899,dd_s_hull,1.23,russia,750,1150,33.0,"type(dd), DD_Small_Russia, DD_Small_Russia_smaller, dd, g1"
tb_modern_1,Modern Torpedo Boat,tb,1920,dd_s_hull,1.10,"russia, spain, china, austria",650,1000,35.0,"type(tb), TB_Modern_1, dd, g1"
tb_lowbow,Torpedo Boat,tb,1890,jap_tb_hull,1.48,"russia, china",200,500,28.0,"type(tb), TB, tb, g1, var(bow_b)"
bb_7_austria,Super Battleship,bb,1936,kgeorge_hull_a,1.17,austria,89500,101500,32.5,"type(bb), BB_Austria_Super, Mixed_Quads, Middle_Big, bb, g4, Big_SuperStructure, Typical_Modern_BB, barbette_need"
bb_6_austria,Modern Battleship,bb,1929,bismarck_hull_a,1.10,austria,51000,81000,32.0,"type(bb), BB_Modern_Austria2, Mixed_Quads, Middle_Big, bb, g4"
bb_5_austrian_pocket,Advanced Small Battleship,bb,1929,brooklyn_hull_c_wide,1.04,austria,32000,39000,23.5,"type(bb), Warship_Austrian_Pocket, CA_Pocket, Typical_Modern_BB, Warspite_Var, Middle_SuperStructure, bb, g3, g4"
bb_5_austria,Modernized Dreadnought II,bb,1927,dreadnought_hull_c,1.50,austria,64000,90500,22.0,"type(bb), BB_Modern_Austria, Middle_SuperStructure, barbette_need, bb, g3, var(stern_flat;mounts_b)"
bb_5_austria_alt,Modernized Dreadnought I,bb,1927,dreadnought_hull_c,1.34,austria,44000,60500,22.0,"type(bb), BB_Modernized_Austria_New, Middle_SuperStructure, bb, g3, var(stern_flat;mounts_b)"
bb_4,Dreadnought IV,bb,1919,dreadnought_hull_c,1.30,"austria, russia, spain, china",46000,62000,24.5,"type(bb), BB_Super, bb, g3, var(stern_flat)"
bb_3,Dreadnought III,bb,1916,dreadnought_hull_d,1.23,"austria, japan, russia, spain, china",36000,44000,22.5,"type(bb), BB_Super, bb, g3, gv(2)"
bb_2,Dreadnought II,bb,1912,dreadnought_hull_c,1.15,austria,30000,36000,22.0,"type(bb), BB, bb, g3"
bb_1_austria_larger,Experimental Dreadnought II,bb,1910,dreadnought_hull_c_elizabeth,1.19,austria,23000,27000,21.5,"type(bb), BB_Tegetthof, bb, g3, Middle_SuperStructure, barbette_need, var(stern_flat)"
bb_1_austria,Experimental Dreadnought I,bb,1908,dreadnought_hull_c,1.15,austria,21000,25000,21.5,"type(bb), BB_Tegetthof, bb, g3, Middle_SuperStructure, barbette_need, var(stern_flat)"
bb_1_german,Dreadnought I,bb,1905,dreadnought_hull_c,1.05,austria,19000,22000,21.5,"type(bb), BB_Flat, bb, g2, Cross_Deck_Guns, german_sides, Late_Cross_Deck_plus, var(stern_flat)"
bb_1_austrian_early,Small Dreadnought,bb,1905,dreadnought_hull_c,0.86,austria,14500,18500,21.5,"type(bb), BB_Small_Austria, bb, g2, Cross_Deck_Guns, var(stern_flat)"
b_2_austria,Battleship II,bb,1895,irresistible_hull_c,1.00,austria,10500,13900,18.2,"type(bb), Austria_B_Hapsburg, bb, g1"
b1_3mast_spain,Battleship I,bb,1890,gazelle_hull_mast_d,0.97,"austria, spain",8000,10000,16.2,"type(bb), BB_Pelayo, bb, g1, g2, earlybb_sideguns"
bc_6_generic,Fast Battleship,bc,1935,bismarck_hull_a,1.05,"austria, russia, spain, italy, china",45000,75000,32.5,"type(bc), BB_Fast_Modern, Mixed_Quads, Middle_Big, bc_guns, bc, g4"
bc_5_russia,Modern Battlecruiser I,bc,1929,bismarck_hull_a,0.87,"austria, spain, italy, china",33000,47000,32.5,"type(bc), BC_Modern_Russia, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_4_austria,Large Cruiser,bc,1929,bismarck_hull_a,0.79,austria,28000,39000,31.5,"type(bc), CA_Large_Austria, Middle_SuperStructure, barbette_need, No_Barb, bc, g4"
bc_5_austrian_pocket,Large Armored Cruiser,bc,1929,brooklyn_hull_c_wide,1.02,austria,22000,29000,25.5,"type(bc), Warship_Austrian_Pocket, CA_Pocket, Middle_SuperStructure, bc, g3, g4"
bc_2,Battlecruiser II,bc,1909,dreadnought_hull_c,1.00,austria,25000,30000,28.2,"type(bc), BC, bc, g3, var(stern_step)"
bc_1_german,Battlecruiser I,bc,1907,dreadnought_hull_c,0.95,austria,19600,25000,26.2,"type(bc), BC_Small, bc, g2, var(stern_step)"
ca_6_german_exp,Heavy Scout Cruiser,ca,1935,dido_hull_f,1.25,austria,10900,16550,34.5,"type(ca), Heavy_Nurnberg, ca, Essential_Central_Funnels, barbette_need, g4, var(nose_long;middle_step)"
ca_5_german_var,Modern Heavy Cruiser II,ca,1926,bismarck_hull_a,0.83,austria,16000,19500,32.0,"type(ca), CA_Heavy_German, CA_Heavy_Austria, ca, g4"
ca_5_austrian_pocket,Advanced Armored Cruiser,ca,1926,brooklyn_hull_c_wide,1.00,austria,12000,19000,27.5,"type(ca), CA_Austrian_Pocket, CA_Pocket, Middle_SuperStructure, barbette_need, No_Barb, ca, g3, g4"
ca_5_german_early,Modern Heavy Cruiser I,ca,1925,bismarck_hull_a,0.57,"austria, germany",11900,14900,32.5,"type(ca), CA_German_Early, No_Barb, ca, g3"
ca_5_small_generic,Compact Heavy Cruiser,ca,1922,dido_hull_a,0.98,"austria, spain, china",8500,9500,32.5,"type(ca), CA_Gen_Compact, ca, g4, barbette_need, Essential_Central_Funnels, var(nose_long;middle_step)"
ca_5_german_treaty_2,Experimental Heavy Cruiser,ca,1917,akizuki_hull_b_cruiser_inter,1.27,austria,11500,14250,28.5,"type(ca), German_CA_Treaty_exp, ca, Essential_Central_Funnels, No_Barb, barbette_need, g3, g4, var(nose_long;middle_step)"
ca_4_generic_large,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.00,"austria, spain, china, italy, japan",13000,16500,19.5,"type(ca), CA_Large_GunSides, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, var(stern_flat)"
ca_3_german,Armored Cruiser V,ca,1907,dreadnought_hull_c,0.86,austria,12700,16000,23.5,"type(ca), CA_Late2, ca, g2"
ca_2_austria,Experimental Armored Cruiser,ca,1896,agamemnon_hull_a,0.95,"austria, italy",7500,11000,20.5,"type(ca), CA_med, ca, g1, CA_Gun_Sides, CA_Gun_Sides_Main"
ca_2_austria_karl,Armored Cruiser IV,ca,1894,dreadnought_hull_c_armoredcruiser,0.90,austria,6200,8500,20.5,"type(ca), CA_Karl, ca, g1, var(stern_flat)"
ca_austria_monarch,Armored Cruiser III,ca,1892,irresistible_hull_d,0.77,austria,5500,8300,16.8,"type(ca), CA_tiny, ca, g1"
ca_1_small_austria,Fast Armored Cruiser,ca,1890,brandenburg_hull_a,0.72,austria,5500,8500,19.5,"type(ca), CA_Austria, ca, g1"
ca_austria_monarch_small,Armored Cruiser II,ca,1890,irresistible_hull_d,0.72,austria,4000,5500,16.8,"type(ca), CA_tiny, ca, g1"
ca_1_small_austria2,Armored Cruiser I,ca,1890,irresistible_hull_d,0.68,austria,3000,4500,19.0,"type(ca), CA_tiny, ca, g1"
ca_1_joseph_3mast,Hybrid Light Cruiser,ca,1890,irresistible_hull_b_var5,0.79,"austria, china",2950,4250,16.9,"type(ca), CA_Joseph, CA_Super_Gun, ca, g1"
